Review,Rating
"I am a huge fan of Cream Stone's Death by Chocolate ice cream. I've never personally been there, and I always got it delivered.
The packing is always so amazing. It's one box of chocolate cake with loaded chocolate sauce and another box that has a mix of vanilla and chocolate ice cream.
It's a must try for all the chocolate lovers out there.",2
"Went here for a team lunch party a while back and I swear to God the food was pathetic. The starters they server were cold and even after calling out the waiter multiple times there wasn't a positive response.
When we called the manager, there was a redo of the starter which was hot now but not tasty.
The ambience is good though. If only the food and service were upped then the place could deserve better rating.
All we ate that day was curd rice 😑 the entire team.
I wish you guys could improve and we would try here again.",0
Ordered a butterscotch thick shake for home delivery. Good consistency but too sweet to finish the full glass. Will definitely try other shakes.,1
"The best shop worth to buy desserts. I brought a caramel sutra. Its osssssom!!!
From packing, delivering to food taste, everything is fine....
My first order after reaching Hyderabad!!",2
"Worst service provided!!!! The ambience felt like a zombie area. The team over there was very confused for nothing.From the time they started taking the order til the time of the bill the waiters were so unpleasant,so unhappy,so irritating(especially a lady there) OMG that lady started giving rude replies when we asked for service . The manager there was "" Lost ""too. Food wasn't that great, it's not worth that price. Overall experience was horrible😑#Totally unhappy# Never recommend anyone who opts for a good lunch or dinner",0
"Since i am not an ice cream lover, still i ordered oreo brownie thick shake. The shake was good enough. Need to improve packing while delivery.
Price - 3.5/5
Delivery - 5/5
Taste - 3/5",1
"Visited this place a while back. Their ice creams are totally worth it! I'd suggest try their listed sundaes rather than make a custom one: the pre-listed choices are just so much better. the only issue is their seating space is a little less, so we took our ice creams to go. But would recommend it just for the taste.",2
Service was horrible. Waiters dint even feel like taking the order....(the resturant was not busy also for giving that as an excuse) Resturant has very poor service,0
"Caramel Brownie was the best I could grab here and I strongly recommend the same...

When it comes to snacks they have potato wedges and french fries with multiple flavors...

A decent outlet that can accommodate around 12 visitors.. pretty clean and pleasant ambiance...

The service could ha e been a little better, I always look out for friendlg staffs !",1
"I had Dry Fruit Overload ice cream from this outlet. It was the most amazing experience I had on that day. If I have to order an ice cream again, I will surely choose Cream Stone again. Damn, it was so amazing! I am out of words right now.",2
"Not many varieties available. Taste not that good.
Ambience not good too. Don't understand why people have rated it so high on zomato. Went for team lunch, it was complete waste of money. Everyone was so unhappy that we made this decision.",0
"nice milkshakes but loosing its quality since the inception. i feel artificial flavors dominate shakes. good ambience, nice staff. 

Ambience: 4/5
food:         3/5
Service:     4/5",1
Interior is good but small one and quality of ice cream also good but some of the items like chocolate u can't eat alone bcz of it Sweetness,2
I have been to this place for my team lunch on 22nd Feb. We opted for buffet. Just to serve the soup they took 20 mins and starters for another 15 mins. Apparently they didn’t serve the soup to all my team members and when we tried talking to the manager he was not available neither the servers. They hardly have any options available for veg or non-veg. Food taste is not great and whole service is pathetic. What we thought will be a memorable time resulted in frustration for choosing this place. Not going again neither recommend.,0
"This was the first time I ordered from Tempteys looking at the reviews and their descriptions of food preparation. I ordered Choco Brownie shake with choco chips as extra toppings, but it was average in taste, not that good what I expected. So for me my first experience was average for the taste of the shake.",1
The more you have the more you crave. One of the best icecream concepts ever. The way they serve icecream blended in the taste itself is just awesome,2
